date,3005_Turnover,3005_Volume,3005_close,3005_eps,3005_high,3005_low,3005_open,3005_ups_and_downs,3005_ups_percent
7106,128728.0,3051.0,42.35,10.94,42.65,41.85,42.6,-0.25,-0.59
7757,49754.0,1097.0,45.5,11.911,45.7,,45.2,,0.55
7943,32863.0,666.0,49.25,13.3469,49.5,49.15,49.3,-0.15,-0.3
7621,34501.0,861.0,40.25,11.0,40.45,39.75,40.0,0.0,0.0
7216,63963.0,1545.0,41.3,10.4,41.7,41.2,41.65,-0.35,-0.84
7058,41724.0,1031.0,40.5,10.47,40.65,40.3,40.6,0.05,0.12
6896,87867.0,2364.0,36.95,13.94,37.6,36.9,36.9,-0.15,-0.4
7498,,,41.0,11.85,41.45,41.0,41.35,-0.35,-0.85
7389,31971.0,754.0,42.8,12.7,42.8,42.1,42.25,0.6,1.42
7242,41231.0,1024.0,40.2,9.66,40.5,40.1,40.1,0.15,0.37
8061,123652.0,2506.0,48.6,13.9255,50.1,48.25,48.25,-0.2,-0.41
7785,40349.0,956.0,42.2,11.7549,42.6,41.6,41.9,0.35,0.84
7299,79734.0,1861.0,42.5,10.22,43.35,42.5,43.35,-0.65,-1.51
8009,17865.0,381.0,46.95,13.4527,47.05,46.6,46.6,0.4,0.86
7061,62166.0,1540.0,40.25,10.4,40.5,40.15,40.4,0.05,0.12
8012,24401.0,518.0,47.15,13.51,47.25,47.0,47.2,0.2,0.43
7092,93133.0,,40.4,10.44,40.85,40.4,40.6,-0.3,-0.74
6894,262344.0,7164.0,37.0,13.96,37.4,35.45,36.0,1.3,3.64
6978,63195.0,1421.0,44.3,16.72,44.8,44.3,44.3,-0.15,-0.34
7013,70488.0,1801.0,38.9,10.54,39.5,38.9,39.1,-0.3,-0.77
7594,25391.0,677.0,37.45,10.23,37.6,37.4,37.6,-0.35,-0.93
8007,32453.0,702.0,46.35,13.2808,46.6,46.0,46.2,-0.05,-0.11
8085,142458.0,3190.0,45.55,12.4795,45.85,43.2,44.15,2.5,5.81
7351,58151.0,1339.0,43.7,10.5,43.9,42.55,42.85,-0.3,-0.68
7537,25337.0,,40.1,11.59,40.6,40.1,40.35,-0.25,-0.62
7012,111434.0,2812.0,39.2,10.62,40.0,39.2,39.5,0.15,0.38
7813,86106.0,1847.0,46.6,12.9805,46.95,46.45,46.45,0.2,0.43
7177,24273.0,581.0,41.8,,42.05,41.3,42.0,-0.2,-0.48
7036,263025.0,6314.0,41.95,11.37,42.0,40.7,41.5,0.65,1.57
7860,93969.0,2025.0,46.0,12.4661,47.3,45.85,47.0,-1.0,-2.13
7767,69185.0,1585.0,43.3,11.3351,44.55,43.05,44.45,-1.45,
7440,707614.0,14949.0,47.25,13.9,48.5,45.05,45.1,2.75,6.18
7566,83736.0,2362.0,35.5,10.26,36.3,34.65,36.2,-0.85,-2.34
7820,49460.0,1149.0,43.1,12.0056,43.45,42.8,43.45,-0.2,-0.46
7764,78060.0,1746.0,44.75,11.7147,45.5,44.35,44.6,-0.2,-0.44
7946,48596.0,1007.0,48.25,13.0759,48.6,48.05,48.6,-0.4,-0.82
7172,138420.0,3366.0,41.1,10.35,41.5,40.95,41.3,0.0,0.0
6830,683043.0,16684.0,39.45,17.38,42.4,39.2,41.0,-1.05,-2.59
6826,429708.0,11374.0,37.5,16.52,40.0,36.7,39.35,-2.25,-5.66
7027,76035.0,1945.0,38.95,10.56,39.4,38.9,39.1,-0.3,-0.76
7872,86434.0,1814.0,47.35,12.832,48.1,47.3,48.0,-1.45,-2.97
6944,158408.0,3377.0,46.6,17.58,47.75,46.15,46.2,0.6,1.3
6893,338300.0,9303.0,35.7,13.47,37.7,35.45,37.7,-2.0,-5.31
7739,86737.0,1813.0,47.7,12.4869,48.4,47.6,48.0,-0.55,-1.14
7869,73911.0,1505.0,48.8,13.2249,49.45,48.8,49.3,-0.15,-0.31
7762,61470.0,1335.0,45.9,12.0157,46.4,45.5,45.5,-0.35,-0.76
8036,89991.0,1807.0,49.4,14.1547,50.7,49.3,50.5,-0.55,-1.1
8044,185436.0,3533.0,52.6,15.0716,53.0,51.8,52.2,0.1,0.19
7168,143968.0,3532.0,41.4,10.43,41.45,40.1,40.7,0.7,1.72
7743,301583.0,6396.0,46.8,12.2513,48.8,46.65,48.7,-1.6,-3.31
6957,215838.0,4829.0,44.85,16.92,45.35,43.35,43.4,1.8,4.18
8054,64110.0,1267.0,50.2,14.384,51.1,50.2,50.5,-0.6,-1.18
7342,73695.0,1665.0,44.1,10.6,44.8,44.1,44.8,-0.6,-1.34
7176,72643.0,1741.0,42.0,10.58,42.25,41.15,41.8,0.3,0.72
7356,,715.0,43.2,10.38,43.4,43.0,43.1,0.0,0.0
7456,59794.0,1339.0,44.7,13.15,45.2,44.1,44.1,0.95,2.17
7474,31963.0,689.0,46.6,13.71,46.7,46.0,46.35,0.45,0.98
7896,26476.0,,46.7,12.6558,46.9,46.6,46.75,0.05,0.11
7641,115489.0,2737.0,42.5,11.61,42.65,41.2,41.55,1.55,3.79
7225,23303.0,571.0,40.8,9.81,41.1,40.75,41.0,0.05,0.12
6951,180354.0,4058.0,44.0,16.6,45.55,44.0,45.5,-1.2,-2.65
7935,60182.0,1217.0,49.65,13.4553,49.75,49.0,49.5,0.15,0.3
7533,25833.0,646.0,40.35,11.66,40.35,39.7,40.1,0.55,1.38
7153,187856.0,4349.0,43.2,10.88,43.55,42.75,43.5,0.45,1.05
7412,25013.0,588.0,42.4,12.47,43.1,42.4,43.0,-0.5,-1.17
7208,23327.0,555.0,42.1,10.6,42.15,41.7,41.7,0.45,1.08
6948,95500.0,2084.0,45.85,17.3,46.3,45.4,45.5,0.35,0.77
7244,90377.0,2192.0,41.05,9.87,41.6,41.0,41.45,0.05,0.12
7840,43011.0,965.0,44.65,12.4373,44.8,44.45,44.8,-0.15,-0.33
7377,42660.0,972.0,44.05,13.07,44.4,43.45,44.0,0.05,0.11
7567,32593.0,946.0,34.9,10.09,35.0,33.7,33.7,-0.6,-1.69
7984,25304.0,542.0,46.9,13.4384,46.9,46.4,46.8,0.55,1.19
7116,127056.0,3307.0,38.2,9.87,39.0,38.2,39.0,-0.85,-2.18
7355,37795.0,872.0,43.2,10.38,43.65,43.15,43.45,0.0,0.0
6984,68176.0,1523.0,44.7,16.87,,44.5,44.55,0.0,
7987,16819.0,358.0,46.9,13.4384,47.25,46.85,47.25,-0.15,-0.32
7888,60578.0,1286.0,46.85,12.6965,47.9,46.85,47.6,-0.35,-0.74
7778,54045.0,1282.0,41.9,11.6713,42.65,41.85,42.5,-0.8,-1.87
6942,137296.0,2887.0,47.05,17.75,48.25,47.05,47.8,-0.7,-1.47
7446,70178.0,1583.0,44.3,13.03,45.2,43.55,43.55,0.25,0.57
7386,26410.0,626.0,42.2,12.52,42.45,42.0,42.2,0.2,0.48
6991,121973.0,2795.0,43.1,16.26,44.6,42.9,44.0,-0.6,-1.37
7341,200583.0,4490.0,44.7,10.75,45.1,44.2,44.8,0.15,0.34
7476,28529.0,615.0,46.3,13.62,46.9,46.15,46.75,-0.35,-0.75
7162,76335.0,1827.0,41.85,10.54,42.15,41.55,41.95,-0.1,-0.24
7742,212311.0,4357.0,48.4,12.6702,49.25,48.3,49.0,0.0,0.0
7508,51390.0,1249.0,41.4,11.97,41.6,40.75,40.75,0.5,1.22
7085,98278.0,2420.0,40.5,10.47,40.95,,40.6,-0.1,-0.25
7378,21167.0,479.0,44.3,13.15,44.4,44.0,44.4,0.25,0.57
7284,136216.0,3151.0,43.0,10.34,43.95,43.0,43.8,-0.75,-1.71
7267,94000.0,2134.0,44.2,10.63,44.25,43.75,44.1,0.4,0.91
7798,53455.0,1197.0,44.5,12.3955,45.0,44.25,44.5,0.0,0.0
7210,50251.0,1206.0,41.7,10.5,41.85,41.55,41.7,-0.2,-0.48
7921,45945.0,949.0,48.3,13.0894,48.8,48.25,48.8,0.2,0.42
6832,426536.0,10336.0,41.0,18.06,42.2,39.85,40.1,1.2,3.02
6908,147114.0,3731.0,39.4,14.87,39.75,39.1,39.3,0.25,0.64
6959,133405.0,3097.0,43.0,16.23,44.05,42.7,44.0,-0.85,-1.94
7237,72819.0,1769.0,41.15,9.89,41.7,40.9,41.4,-0.45,-1.08
7376,80340.0,1808.0,44.0,13.06,45.5,44.0,45.3,-1.1,-2.44
7838,44522.0,993.0,44.95,12.5209,45.0,44.55,44.9,0.3,0.67
7461,40837.0,900.0,45.35,13.34,45.6,44.8,45.2,0.0,0.0
7874,83648.0,1725.0,47.85,12.9675,49.35,47.85,48.5,-0.5,-1.03
7272,803092.0,16945.0,48.6,11.68,48.8,45.15,45.7,3.6,8.0
7841,40567.0,911.0,44.55,12.4095,44.85,44.35,44.5,-0.1,-0.22
7936,60263.0,1213.0,49.8,13.4959,49.95,49.3,49.65,0.15,0.3
7484,63849.0,1478.0,43.2,12.71,,43.0,43.15,0.05,0.12
7784,63390.0,1542.0,41.85,11.6574,41.9,40.3,40.55,1.05,2.57
7783,68462.0,1679.0,40.8,11.3649,41.1,40.45,40.45,0.65,1.62
7803,107184.0,2348.0,45.9,12.7855,46.15,44.95,45.1,,2.91
7323,45557.0,1063.0,42.9,10.31,43.1,42.6,42.7,0.4,0.94
7607,38295.0,979.0,39.25,10.72,39.5,38.55,38.6,0.75,1.95
7251,137339.0,3214.0,42.9,10.31,43.1,42.35,42.5,0.4,0.94
7740,88834.0,1837.0,48.65,12.7356,48.65,47.85,48.0,0.95,1.99
7876,109811.0,2302.0,47.35,12.832,48.7,47.35,48.3,-0.6,-1.25
7165,57222.0,1355.0,42.4,10.68,42.45,41.9,41.9,0.55,1.31
7064,62303.0,1557.0,39.85,10.3,40.2,39.85,40.15,-0.25,-0.62
7503,42315.0,1030.0,41.4,11.97,41.65,40.6,40.85,0.85,2.1
7133,531381.0,12485.0,43.2,10.88,43.25,41.8,42.6,1.6,3.85
7510,46324.0,1105.0,41.9,12.11,42.1,41.6,42.0,0.15,0.36
7712,109589.0,2164.0,50.5,13.2199,51.5,50.3,51.5,-0.5,-0.98
6910,348640.0,8505.0,39.55,14.92,42.0,39.55,40.85,-0.45,-1.13
7070,80730.0,2077.0,39.0,10.08,39.25,38.5,39.0,0.05,0.13
7853,67487.0,1451.0,46.15,12.8552,46.85,46.05,46.5,-0.35,-0.75
6941,232335.0,4859.0,47.75,18.02,48.45,47.15,48.0,-0.25,-0.52
7245,58483.0,,41.1,9.88,41.5,,41.4,0.05,0.12
6880,312535.0,7997.0,38.75,14.62,39.55,38.4,38.65,1.25,3.33
7221,64384.0,1565.0,40.8,10.28,42.0,40.6,41.7,-0.85,-2.04
7582,22633.0,596.0,37.9,10.95,38.3,37.6,37.85,-0.15,-0.39
7404,31692.0,737.0,42.8,12.7,43.75,42.75,43.45,-0.7,-1.61
7041,157257.0,3808.0,41.2,10.65,41.8,41.0,41.6,-0.6,-1.44
7487,41174.0,955.0,43.0,12.65,43.4,43.0,43.4,-0.2,-0.46
7770,79382.0,1841.0,42.55,11.8524,44.0,42.55,44.0,-1.55,-3.51
7280,96012.0,2241.0,42.95,10.32,43.35,42.5,43.25,-0.2,-0.46
8086,224191.0,5258.0,42.0,11.5068,43.75,41.9,43.0,-3.55,-7.79
7592,14874.0,392.0,37.9,10.36,38.1,37.85,38.1,-0.1,-0.26
7294,33183.0,762.0,43.3,10.41,44.0,43.3,43.8,-0.3,-0.69
6879,124256.0,3263.0,37.5,14.15,38.6,37.5,38.3,-0.3,-0.79
7201,63015.0,1467.0,43.0,10.83,43.45,42.55,42.6,0.2,0.47
7403,30835.0,708.0,43.5,12.91,43.95,43.35,43.7,0.0,0.0
7796,68264.0,1533.0,44.7,12.4513,44.85,43.7,43.95,1.05,2.41
8077,132540.0,3060.0,42.5,11.6438,44.75,42.5,43.55,-0.9,-2.07
7645,32992.0,768.0,42.9,11.72,43.7,42.7,43.5,-0.6,-1.38
8078,146927.0,3698.0,39.1,10.7123,41.9,38.35,41.65,-3.4,-8.0
7643,126598.0,2926.0,43.5,11.89,43.5,42.7,42.9,1.2,2.84
7014,205328.0,5142.0,39.65,10.75,40.35,39.4,39.5,0.75,1.93
7735,186268.0,3861.0,47.55,12.4476,49.5,47.55,49.5,-1.95,-3.94
7985,44847.0,951.0,47.2,13.5244,47.35,46.9,46.9,0.3,0.64
7463,72413.0,1583.0,46.0,13.53,46.15,45.25,46.0,0.3,0.66
7362,121288.0,2769.0,43.8,13.0,44.2,43.05,43.3,0.4,0.92
7239,83838.0,2087.0,40.05,9.63,40.8,39.7,40.6,-0.45,-1.11
8033,135096.0,2745.0,49.0,14.0401,49.65,48.45,49.2,-0.7,-1.41
7043,61767.0,,40.55,10.48,40.95,40.55,40.8,0.0,0.0
7204,61107.0,1452.0,41.75,10.52,42.7,41.75,42.4,-0.75,-1.76
7470,39439.0,866.0,45.45,13.37,46.15,45.15,45.95,-0.35,-0.76
6847,247403.0,6368.0,38.7,17.05,40.2,38.0,40.2,-1.0,-2.52
7714,46052.0,904.0,50.9,13.3246,51.2,50.7,51.0,0.0,0.0
7189,88034.0,2069.0,42.4,10.68,43.15,42.05,43.0,-0.6,-1.4
7292,91189.0,2100.0,43.3,10.41,44.0,43.15,43.7,-0.4,-0.92
6888,86929.0,2281.0,38.1,14.38,38.3,37.85,38.0,-0.35,-0.91
7400,76141.0,1747.0,43.5,12.91,44.15,43.1,43.6,-0.1,-0.23
7235,59992.0,1439.0,41.7,10.02,41.85,41.45,41.6,0.35,0.85
7383,52457.0,1228.0,42.55,12.63,43.35,42.5,43.3,-0.95,-2.18
6917,240620.0,5446.0,44.15,16.66,44.95,43.3,43.65,0.5,1.15
7697,241571.0,5028.0,48.4,13.224,48.95,46.45,47.3,1.1,2.33
6916,367781.0,8375.0,43.65,16.47,44.9,43.15,44.25,-0.6,-1.36
6874,209028.0,5253.0,39.15,14.77,40.75,39.15,40.45,-1.3,-3.21
7774,43118.0,1024.0,41.85,11.6574,42.7,41.85,42.4,-0.7,-1.65
7908,34687.0,734.0,47.45,12.8591,47.5,46.75,46.75,0.7,1.5
7523,27915.0,710.0,39.6,11.45,39.7,38.85,39.1,0.35,0.89
7719,,1618.0,52.2,13.6649,,51.1,52.1,,0.97
7593,14286.0,378.0,37.8,10.33,37.95,37.45,37.5,-0.1,-0.26
7084,53511.0,1310.0,40.6,10.49,41.05,40.6,40.95,-0.15,-0.37
7214,30388.0,725.0,41.85,10.54,42.15,41.8,42.15,-0.25,-0.59
7057,80391.0,1997.0,40.45,10.45,40.5,39.9,40.0,0.7,1.76
6949,162074.0,3482.0,46.5,17.55,47.1,45.85,46.1,0.65,1.42
7046,114432.0,2859.0,39.85,10.3,40.7,39.8,40.5,-0.7,-1.73
7369,96978.0,2190.0,44.25,13.13,44.75,43.9,44.5,0.15,0.34
7029,98102.0,2536.0,38.7,10.49,39.2,38.4,38.7,-0.3,-0.77
7572,27031.0,749.0,36.15,10.45,36.5,35.55,36.2,-0.05,-0.14
7980,41384.0,882.0,46.65,,,46.65,,-0.5,-1.06
7333,47824.0,1127.0,42.0,10.1,43.1,42.0,42.9,-0.8,-1.87
7173,135095.0,3234.0,41.8,10.53,42.15,41.15,41.15,0.7,1.7
7769,39007.0,890.0,44.1,12.2841,44.1,43.5,43.5,0.7,1.61
7249,233654.0,5438.0,42.95,10.32,43.4,42.55,42.9,0.65,1.54
7274,311892.0,6544.0,47.15,11.33,48.95,47.0,48.55,-1.35,-2.78
6881,118412.0,3039.0,38.45,14.51,39.5,38.45,39.45,-0.3,-0.77
6845,165950.0,4100.0,39.65,17.47,41.3,39.65,41.0,-1.8,-4.34
7097,104402.0,2557.0,40.9,10.57,41.05,40.7,40.7,0.35,0.86
6892,96604.0,2550.0,37.7,14.23,38.35,37.7,38.15,-0.65,-1.69
7139,174186.0,4042.0,43.35,10.92,43.65,42.65,43.2,0.55,1.29
7797,47940.0,1074.0,44.5,12.3955,44.85,44.4,44.65,-0.2,-0.45
7060,70537.0,1753.0,40.2,10.39,40.5,40.05,40.5,-0.3,-0.74
8068,217746.0,4352.0,49.0,13.4247,51.2,49.0,50.0,-1.6,-3.16
7148,95628.0,2222.0,42.95,10.82,43.6,42.65,43.3,-0.1,-0.23
7155,183495.0,4230.0,43.8,11.03,43.8,42.6,43.0,1.1,2.58
7715,63891.0,1247.0,51.5,13.4817,51.5,50.7,51.2,0.6,1.18
8076,202009.0,4522.0,43.4,11.8904,46.3,43.15,44.0,-3.8,-8.05
6965,89644.0,2089.0,42.9,16.19,43.35,42.6,42.95,0.5,1.18
6844,131332.0,3210.0,41.45,,41.45,40.4,40.5,0.45,1.1
7734,138681.0,2844.0,49.5,12.9581,49.5,48.3,48.35,1.25,2.59
7747,80150.0,1716.0,46.85,12.2644,47.2,46.4,46.65,0.45,0.97
7354,40008.0,922.0,43.2,10.38,43.7,43.15,43.5,-0.5,-1.14
7334,24205.0,572.0,42.4,10.19,42.45,42.2,42.2,0.4,0.95
7705,93278.0,1837.0,50.8,13.2984,51.0,50.3,51.0,0.4,0.79
7015,178694.0,4543.0,39.0,10.57,40.25,39.0,39.9,-0.65,-1.64
7123,90128.0,2314.0,38.85,10.04,39.2,38.7,39.1,0.15,0.39
7949,74484.0,1532.0,48.8,13.2249,49.2,48.2,48.25,0.55,1.14
7340,199778.0,4566.0,44.55,10.71,44.8,42.8,42.95,2.05,4.82
7169,92048.0,2243.0,41.1,10.35,41.3,40.9,41.3,-0.3,-0.72
7256,147183.0,3391.0,43.6,10.48,43.8,43.0,43.2,0.7,1.63
7126,89704.0,2331.0,38.3,9.9,38.95,38.3,38.9,-0.3,-0.78
7081,95619.0,2314.0,41.2,10.65,41.55,41.1,41.15,0.2,0.49
7308,29003.0,685.0,42.45,10.2,42.8,42.05,42.1,0.15,0.35
7685,63715.0,1400.0,45.55,12.4454,45.85,45.15,45.15,0.25,0.55
7321,38193.0,895.0,42.8,10.29,42.9,42.35,42.9,0.9,2.15
7832,31432.0,704.0,44.5,12.3955,45.0,44.4,45.0,-0.5,-1.11
7004,205609.0,4912.0,41.6,11.27,42.65,41.5,42.65,-1.2,-2.8
7138,251073.0,5810.0,42.8,10.78,44.45,42.6,44.1,-1.05,-2.39
7102,322690.0,7569.0,43.4,11.21,43.45,41.65,41.65,2.0,4.83
7001,181327.0,4204.0,42.8,11.6,43.7,42.8,43.35,-0.4,-0.93
7160,132741.0,3117.0,42.3,10.65,43.35,42.1,43.15,-0.85,
7410,26203.0,612.0,42.8,12.59,42.95,42.6,42.75,0.25,0.59
7067,77710.0,1951.0,40.1,10.36,40.15,39.6,39.85,0.25,0.63
7420,46471.0,1079.0,43.3,12.74,43.3,42.7,43.0,0.7,1.64
6843,224757.0,5441.0,41.0,18.06,41.95,40.15,40.4,0.55,1.36
8082,76514.0,1807.0,41.6,11.3973,43.5,41.4,43.5,-1.4,-3.26
7914,164418.0,3374.0,48.7,13.1978,49.0,47.5,47.5,1.25,2.63
7942,49718.0,1004.0,49.4,13.3875,50.0,49.35,49.75,-0.35,-0.7
7956,38054.0,802.0,47.55,13.6246,47.8,47.1,47.2,0.35,0.74
7202,60464.0,1415.0,42.5,10.71,43.3,42.5,43.3,-0.5,-1.16
7837,21673.0,487.0,44.65,12.4373,44.8,44.4,44.5,0.05,0.11
8055,,937.0,49.9,14.298,,49.5,49.9,-0.3,-0.6
7707,149904.0,2936.0,51.5,13.4817,51.5,50.1,50.4,1.1,2.18
7925,70528.0,1457.0,48.25,13.0759,48.8,48.15,48.25,0.0,0.0
8064,136873.0,2694.0,51.0,14.6132,51.2,50.0,50.1,1.2,2.41
7847,154353.0,3354.0,46.6,12.9805,46.65,45.0,45.25,1.1,2.42
7497,35357.0,857.0,41.35,11.95,41.45,40.9,,0.15,0.36
8043,417047.0,7994.0,52.5,15.043,53.4,50.6,50.6,2.1,4.17
7994,18170.0,384.0,47.2,13.5244,47.7,47.05,47.7,-0.05,-0.11
7196,81229.0,1907.0,43.0,10.83,43.0,42.0,42.0,1.25,2.99
7127,65447.0,1694.0,38.8,10.03,38.85,38.1,38.1,0.5,1.31
7413,20453.0,483.0,42.4,12.47,42.6,42.3,42.4,0.0,0.0
7132,539164.0,13102.0,41.6,10.48,42.05,39.5,39.6,2.2,5.58
8072,222619.0,4807.0,47.2,12.9315,48.05,44.5,47.05,-1.7,-3.48
7791,61629.0,1426.0,43.3,12.0613,43.4,42.65,43.0,0.4,0.93
7348,41376.0,942.0,44.0,10.58,44.15,43.5,44.0,0.0,0.0
7617,51158.0,1246.0,41.0,11.2,41.9,40.35,41.75,-0.35,-0.85
7699,136156.0,2752.0,49.65,12.9974,49.85,49.0,49.5,0.65,1.33
6825,306990.0,7660.0,39.75,17.51,40.9,39.6,40.45,-0.7,-1.73
7637,13924.0,347.0,40.1,10.96,40.4,39.85,39.85,0.2,0.5
8002,39560.0,844.0,,13.4097,47.2,46.7,47.1,-0.35,-0.74
7763,75322.0,1671.0,44.95,11.767,45.5,44.9,45.5,-0.95,-2.07
7805,218866.0,4564.0,48.3,13.454,48.4,47.0,47.0,1.3,2.77
7089,57189.0,1407.0,40.5,10.47,40.9,40.5,40.7,-0.15,-0.37
7158,352666.0,7882.0,43.85,11.05,45.7,43.85,44.3,0.05,0.11
7993,38211.0,811.0,47.25,13.5387,47.3,46.6,46.8,0.65,1.39
7074,106390.0,2650.0,40.25,10.4,40.45,39.65,39.7,0.55,1.39
7771,51075.0,1195.0,42.55,11.8524,43.2,42.55,42.9,0.0,0.0
7823,83836.0,1917.0,43.3,12.0613,44.15,43.3,43.75,0.2,0.46
7559,38709.0,1020.0,37.3,10.78,38.65,37.3,38.05,-0.75,-1.97
7701,109884.0,,50.2,13.1414,50.3,48.7,49.0,0.3,0.6
7687,81314.0,1800.0,45.0,12.2951,46.05,44.95,46.0,-0.5,-1.1
7407,22432.0,530.0,42.55,12.51,42.65,42.05,42.65,0.25,0.59
6853,156280.0,4055.0,39.0,17.18,39.0,38.0,38.5,2.2,5.98
7910,29274.0,612.0,47.95,12.9946,48.05,47.3,47.55,0.05,0.1
7939,47578.0,953.0,49.75,13.4824,50.3,49.6,49.9,-0.25,-0.5
7844,46851.0,1043.0,45.0,12.5348,45.1,44.6,44.65,0.45,1.01
7615,83019.0,2060.0,40.5,11.07,40.7,39.7,39.95,0.95,2.4
7588,28014.0,743.0,37.6,10.27,38.2,37.45,38.2,-0.55,-1.44
7683,64328.0,1401.0,46.25,12.6366,46.25,45.5,46.0,0.25,0.54
7291,77373.0,1765.0,,10.5,44.35,43.6,44.3,-0.4,-0.91
7277,341994.0,7601.0,44.65,10.73,46.5,44.35,46.5,-2.5,-5.3
7565,33243.0,905.0,36.35,10.51,37.25,36.35,37.2,-1.25,-3.32
7720,81481.0,1567.0,51.9,13.5864,52.7,51.5,,-0.3,-0.57
7776,41426.0,960.0,43.05,11.9916,43.5,42.4,42.4,0.6,1.41
7887,41260.0,877.0,47.2,12.7913,47.65,46.85,47.55,0.0,0.0
7179,49450.0,1188.0,41.6,10.48,42.05,41.5,41.5,-0.2,-0.48
7686,65027.0,1427.0,45.5,12.4317,45.9,45.2,45.55,-0.05,-0.11
7322,34181.0,801.0,42.5,10.22,43.0,42.5,42.8,-0.3,-0.7
